FG_seq,Wikidata_Q,Wikidata_link,cdli_ruler,cdli_count,NeedDisambig,CDLI URI,Alies (separated by bar | ),Description,Note,period_id,dynasty_id (P53),sequence,Replaces_(P1365),Replaced_by_(P1366),start_time_(P580),end_time_(P582),Wikidata2_link,Wikidata2_Q,Wikidata2_label,Wikidata3,Wikidata3_Label,Wikidata4,Wikidata4_Label,Follows (P155),Followed by (P156),Wikidata_Label,ruler,id,Wikidata_Label,Wikidata_Q,ruler,rulerLabel,birthdate,deathdate,replaces,replacesLabel,replacedBy,replacedByLabel,position,positionLabel,position2,positionLabel2,position3,positionLabel3,P21,determination method,https://www.wikidata.org/wiki/Property:P569,https://www.wikidata.org/wiki/Property:P570,https://www.wikidata.org/wiki/Property:P39,https://www.wikidata.org/wiki/Property:P580,https://www.wikidata.org/wiki/Property:P582,https://www.wikidata.org/wiki/Property:P1365,https://www.wikidata.org/wiki/Property:P1366,link address,epsd2_sortcode,epsd2_rulers,Wikipedia_reference,Wikidata_Q,Wikidata-link,P31,P103,P1412,titles,father,siblings,spouse,epsd2_sortcodes_json,RIME_seq_num,RIME_Volume,RIME_Series,RIME_Page,RIME_Ruler,RIME_Dynasty_count,RIME_Area,Wiki_dynasty,Wiki_periods,Wikidata_Label,Wikidata_Q,CDLI_URI,CDLI_label,x_CDLI,RIME_PDF_entry,Series_page
,Q887036,https://www.wikidata.org/wiki/Q887036,Nur_Adad,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nur-Adad,Nur_Adad,315,Nur-Adad,Q887036,http://www.wikidata.org/entity/Q887036,Nur-Adad,-1900-01-01T00:00:00Z,-1900-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,219,Nur-Adad,,,,Q13649246,,,,,,,"Nur-Adad: ""219"",",187,RIME 4,4.2.8,138,Nur-Adad,1,LARSA,,,,Q887036,,Nur-Adad,85x,Nur-Adad E4.2.8 / 138,4.2.8 / 138
,Q887036,https://www.wikidata.org/wiki/Q887036,Nur-Adad,85,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nur-Adad,Nur-Adad,550,Nur-Adad,Q887036,http://www.wikidata.org/entity/Q887036,Nur-Adad,-1900-01-01T00:00:00Z,-1900-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q3346459,https://www.wikidata.org/wiki/Q3346459,Nur-Ahum,14,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Nur-ahum,Nur-Ahum,382,Nur-ahum,Q3346459,http://www.wikidata.org/entity/Q3346459,Nur-ahum,,,,,,,http://www.wikidata.org/entity/Q932495,ensí,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nur-surutar,1,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Nur-surutar,399,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Pi-Eshtar,0,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Pi-Eshtar,273,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4363315,https://www.wikidata.org/wiki/Q4363315,Pirigme,8,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Pirig-me,Pirigme,26,Pirig-me,Q4363315,http://www.wikidata.org/entity/Q4363315,Pirig-me,,,,,,,,,,,,,Q6581097,,,,,,,,,,19,Pirigme,,Q4363315,,Q13649246,,,,,,,"Pirigme: ""19"",",128,RIME 3.1,3/1.1.2,12,Pirig-me,3,LAGAŠ,,,,Q4363315,,Pirigme,8x,Pirig-me E3/1.1.2 / 12,3/1.1.2 / 12
,,,Puhiya,0,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Puhiya,405,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Pulsuna-Addu,1,,,,"ruler during the Old Babylonian Period (Frayne 1990, RIME 4, p. 826) ",None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Pulsuna-Addu,531,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2619565,https://www.wikidata.org/wiki/Q2619565,Puzur-Assur2,71,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Puzur-Ashur II,Puzur-Assur2,236,Puzur-Ashur II,Q2619565,http://www.wikidata.org/entity/Q2619565,Puzur-Ashur II,-1900-01-01T00:00:00Z,-1801-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q704046,https://www.wikidata.org/wiki/Q704046,Puzur-Assur3,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Puzur-Ashur III,Puzur-Assur3,144,Puzur-Ashur III,Q704046,http://www.wikidata.org/entity/Q704046,Puzur-Ashur III,-1600-01-01T00:00:00Z,-1500-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Puzur-Inshushinak,12,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Puzur-Inshushinak,30,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q6644832,https://www.wikidata.org/wiki/Q6644832,Puzur-Mama,3,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Puzer-Mama,Puzur-Mama,187,Puzer-Mama,Q6644832,http://www.wikidata.org/entity/Q6644832,Puzer-Mama,,,,,,,,,,,,,Q6581097,,,,,,,,,,13,Puzurmama,,Q6644832,,Q13649246,,,,,,,"Puzurmama: ""13"",",115,RIME 2,2.12.5,271,Puzur-Mama,2,LAGAŠ,,,,Q6644832,,Puzur-Mama,3x,Puzur-Mama E2.12.5 / 271,2.12.5 / 271
,,,Puzur-shullat,2,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Puzur-shullat,331,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q887842,https://www.wikidata.org/wiki/Q887842,Puzur-Sin,2,y,,,,Multiple kings with this name:,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q4383449,Q4383449,Puzur-Suen,https://www.wikidata.org/wiki/Q966304,Puzur-Suen,,,,,Puzur-Sin,Puzur-Sin,41,Puzur-Sin,Q887842,http://www.wikidata.org/entity/Q887842,Puzur-Sin,-1638-01-01T00:00:00Z,-1627-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2153135,https://www.wikidata.org/wiki/Q2153135,Rim-Anum,404,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Rim-Anum,Rim-Anum,242,Rim-Anum,Q2153135,http://www.wikidata.org/entity/Q2153135,Rim-Anum,-1900-01-01T00:00:00Z,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q458359,https://www.wikidata.org/wiki/Q458359,Rim-sin,3042,y,disambiguation needed,,,"Disambiguation needed, same as https://www.wikidata.org/wiki/Q107969775 & https://www.wikidata.org/wiki/Q106571491",NULL,NULL,NULL,,,,,,,,,,,,,,Rim-Sin I,Rim-sin,260,Rim-Sin I,Q458359,http://www.wikidata.org/entity/Q458359,Rim-Sin I,-1850-01-01T00:00:00Z,-1762-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,231,Rim-Sin I,,,,Q13649246,,,,,,,"Rim-Sin I: ""231"",",194,RIME 4,4.2.14,270,Rim-Sîn I,1,LARSA,,,,Q458359,disambiguation needed,Rim-Sin,Total: 3042,Rim-Sin I E4.2.14 / 270,4.2.14 / 270
,Q2579724,https://www.wikidata.org/wiki/Q2579724,Rim-Sin2,3,y,disambiguation needed,,,"Disambiguation needed, same as https://www.wikidata.org/wiki/Q107969323",NULL,NULL,NULL,,,,,,,,,,,,,,Rim-Sin II,Rim-Sin2,104,Rim-Sin II,Q2579724,http://www.wikidata.org/entity/Q2579724,Rim-Sin II,,,,,,,,,,,,,Q6581097,,,,,,,,,,233,Rim-Sin II,,,,Q13649246,,,,,,,"Rim-Sin II: ""233"",",195,RIME 4,4.2.15,317,Rim-Sîn II,1,LARSA,,,,Q2579724,disambiguation needed,Rim-Sin,Total: 3042,Rim-Sîn II E4.2.15 / 317,4.2.15 / 317
,Q313856,https://www.wikidata.org/wiki/Q313856,Rimush,159,,,,,More than one king with this name,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q3826793,Q3826793,Rimush of Assyria,,,,,,,Rimush,Rimush,12,Rimush,Q313856,http://www.wikidata.org/entity/Q313856,Rimush,http://www.wikidata.org/.well-known/genid/1c439fb7a181dc9494bc55b6c32c70c7,http://www.wikidata.org/.well-known/genid/3488a366dda5396bb5c3a15f3fd67c75,,,,,,,,,,,Q6581097,,,,,,,,,,3,Rimuš,,Q313856,https://www.wikidata.org/wiki/Q313856,Q13649246,,,,,,,"Rimuš: ""3"",",77,RIME 2,2.1.2,40,Rimus,1,AKKAD,,,,Q313856,,Rimush,159x,Rimus E2.1.2 / 40,2.1.2 / 40
,,,SA,5,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,SA,421,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q518330,https://www.wikidata.org/wiki/Q518330,Sabium,88,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sabium,Sabium,311,Sabium,Q518330,http://www.wikidata.org/entity/Q518330,Sabium,-1900-01-01T00:00:00Z,-1830-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q518330,https://www.wikidata.org/wiki/Q518330,Sabum,1,y,disambiguation needed,,,Spelling error... (see Sabium),NULL,NULL,NULL,,,,,,,,,,,,,,Sabium,Sabum,313,Sabium,Q518330,http://www.wikidata.org/entity/Q518330,Sabium,-1900-01-01T00:00:00Z,-1830-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q390928,https://www.wikidata.org/wiki/Q390928,Šagarakti-šuriaš,4,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shagarakti-Shuriash,Šagarakti-šuriaš,113,Shagarakti-Shuriash,Q390928,http://www.wikidata.org/entity/Q390928,Shagarakti-Shuriash,-1300-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q114811616,https://www.wikidata.org/wiki/Q114811616,Sallum,2,y,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sallum,Sallum,162,Sallum,Q114811616,DELETED,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q310142,https://www.wikidata.org/wiki/Q310142,Salmanassar1,0,,,,,"There are also Shalmaneser II, III, IV, V in Wikidata",NULL,NULL,NULL,,,,,,,,,,,,,,Shalmaneser I,Salmanassar1,258,Shalmaneser I,Q310142,http://www.wikidata.org/entity/Q310142,Shalmaneser I,-1400-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q391038,https://www.wikidata.org/wiki/Q391038,Šamaš-šuma-ukin,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shamash-shum-ukin,Šamaš-šuma-ukin,279,Shamash-shum-ukin,Q391038,http://www.wikidata.org/entity/Q391038,Shamash-shum-ukin,-0650-01-01T00:00:00Z,-0647-07-12T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q391117,https://www.wikidata.org/wiki/Q391117,Samsu-ditana,239,y,disambiguation needed,,,"Disambiguation needed, same as https://www.wikidata.org/wiki/Q97198313",NULL,NULL,NULL,,,,,,,,,,,,,,Samsu-Ditana,Samsu-ditana,65,Samsu-Ditana,Q391117,http://www.wikidata.org/entity/Q391117,Samsu-Ditana,-1700-01-01T00:00:00Z,-1600-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q325917,https://www.wikidata.org/wiki/Q325917,Samsu-iluna,2546,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Samsu-iluna,Samsu-iluna,470,Samsu-iluna,Q325917,http://www.wikidata.org/entity/Q325917,Samsu-iluna,-1791-01-01T00:00:00Z,-1711-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,241,Samsu-iluna,,,,Q13649246,,,,disambiguation needed,,,"Samsu-iluna: ""241"",",203,RIME 4,4.3.7,372,Samsu-iluna,1,BABYLON,,,,Q325917,,Samsu-iluna,2546x,Samsu-iluna E4.3.7 / 372,4.3.7 / 372
,Q391117,https://www.wikidata.org/wiki/Q391117,Samsuditana,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Samsu-Ditana,Samsuditana,300,Samsu-Ditana,Q391117,http://www.wikidata.org/entity/Q391117,Samsu-Ditana,-1700-01-01T00:00:00Z,-1600-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q325917,https://www.wikidata.org/wiki/Q325917,Samsuiluna,2,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Samsu-iluna,Samsuiluna,269,Samsu-iluna,Q325917,http://www.wikidata.org/entity/Q325917,Samsu-iluna,-1791-01-01T00:00:00Z,-1711-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,245,Samsu-iluna,,,,Q13649246,,,,disambiguation needed,,,"Samsu-iluna;: ""245"",",203,RIME 4,4.3.7,372,Samsu-iluna,1,BABYLON,,,,Q325917,,Samsu-iluna,2546x,Samsu-iluna E4.3.7 / 372,4.3.7 / 372
,Q199461,https://www.wikidata.org/wiki/Q199461,Sargon,55,y,disambiguation needed,,Akk period,,NULL,NULL,NULL,,,,,,,,,,,,,,Sargon of Akkad,Sargon,103,Sargon of Akkad,Q199461,http://www.wikidata.org/entity/Q199461,Sargon of Akkad,-2350-01-01T00:00:00Z,-2350-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,1,Sargon,,Q199461,https://www.wikidata.org/wiki/Q199461,Q13649246,,,,,,,"Sargon: ""1"",",76,RIME 2,2.1.1,7,Sargon,1,AKKAD,,,,Q199461,disambiguation needed,Sargon,55x,Sargon. E2.1.1 /7,2.1.1 /7
,Q182749,https://www.wikidata.org/wiki/Q182749,Sargon1,4,y,disambiguation needed,,king of Assyria,OA period,NULL,NULL,NULL,,,,,,,,,,,,,,Šarru-kên I,Sargon1,240,Šarru-kên I,Q182749,http://www.wikidata.org/entity/Q182749,Šarru-kên I,-1900-01-01T00:00:00Z,-1900-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q208336,https://www.wikidata.org/wiki/Q208336,Sargon2,5,y,disambiguation needed,,king of Assyria (722-705 B.C),NA period,NULL,NULL,NULL,,,,,,,,,,,,,,Sargon II,Sargon2,486,Sargon II,Q208336,http://www.wikidata.org/entity/Q208336,Sargon II,-0764-01-01T00:00:00Z,-0704-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SE,7,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,SE,161,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q207140,https://www.wikidata.org/wiki/Q207140,Sennacherib,1051,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sennacherib,Sennacherib,84,Sennacherib,Q207140,http://www.wikidata.org/entity/Q207140,Sennacherib,-0744-01-01T00:00:00Z,-0680-10-13T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q390928,https://www.wikidata.org/wiki/Q390928,Shagarakti-Shuriash,140,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shagarakti-Shuriash,Shagarakti-Shuriash,350,Shagarakti-Shuriash,Q390928,http://www.wikidata.org/entity/Q390928,Shagarakti-Shuriash,-1300-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q114811565,https://www.wikidata.org/wiki/Q114811565,Shalim,4,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shalim,Shalim,36,Shalim,Q114811565,DELETED,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2618883,https://www.wikidata.org/wiki/Q2618883,Shalim-ahum,2,y,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shalim-ahum,Shalim-ahum,176,Shalim-ahum,Q2618883,http://www.wikidata.org/entity/Q2618883,Shalim-ahum,-1949-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/2971f667461adf3be24fc67198f78748,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q310142,https://www.wikidata.org/wiki/Q310142,Shalmaneser1,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shalmaneser I,Shalmaneser1,301,Shalmaneser I,Q310142,http://www.wikidata.org/entity/Q310142,Shalmaneser I,-1400-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q392650,https://www.wikidata.org/wiki/Q392650,Shalmaneser2,0,y,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shalmaneser II,Shalmaneser2,76,Shalmaneser II,Q392650,http://www.wikidata.org/entity/Q392650,Shalmaneser II,-1100-01-01T00:00:00Z,-1018-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q211928,https://www.wikidata.org/wiki/Q211928,Shalmaneser3,2,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shalmaneser III,Shalmaneser3,140,Shalmaneser III,Q211928,http://www.wikidata.org/entity/Q211928,Shalmaneser III,-0900-01-01T00:00:00Z,-0823-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q179468,https://www.wikidata.org/wiki/Q179468,Shalmaneser4,5,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shalmaneser IV,Shalmaneser4,66,Shalmaneser IV,Q179468,http://www.wikidata.org/entity/Q179468,Shalmaneser IV,-0900-01-01T00:00:00Z,-0771-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q310640,https://www.wikidata.org/wiki/Q310640,Shalmaneser5,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shalmaneser V,Shalmaneser5,15,Shalmaneser V,Q310640,http://www.wikidata.org/entity/Q310640,Shalmaneser V,http://www.wikidata.org/.well-known/genid/7fa8f442914f18981ce9b5e77e9fff62,-0721-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q211928,https://www.wikidata.org/wiki/Q211928,Shamaneser3,0,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shalmaneser III,Shamaneser3,145,Shalmaneser III,Q211928,http://www.wikidata.org/entity/Q211928,Shalmaneser III,-0900-01-01T00:00:00Z,-0823-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Shamash-kashid-ayabi,0,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Shamash-kashid-ayabi,22,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Shamash-resha-usur,10,y,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Shamash-resha-usur,488,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q391038,https://www.wikidata.org/wiki/Q391038,Shamash-shum-ukin,5,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shamash-shum-ukin,Shamash-shum-ukin,182,Shamash-shum-ukin,Q391038,http://www.wikidata.org/entity/Q391038,Shamash-shum-ukin,-0650-01-01T00:00:00Z,-0647-07-12T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q391038,https://www.wikidata.org/wiki/Q391038,Shamash-shuma-ukin,63,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shamash-shum-ukin,Shamash-shuma-ukin,13,Shamash-shum-ukin,Q391038,http://www.wikidata.org/entity/Q391038,Shamash-shum-ukin,-0650-01-01T00:00:00Z,-0647-07-12T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q391038,https://www.wikidata.org/wiki/Q391038,Shamasm-shuma-ukin,1,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shamash-shum-ukin,Shamasm-shuma-ukin,517,Shamash-shum-ukin,Q391038,http://www.wikidata.org/entity/Q391038,Shamash-shum-ukin,-0650-01-01T00:00:00Z,-0647-07-12T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Shamhum,1,,,,,None found (name found on a seal inscription),NULL,NULL,NULL,,,,,,,,,,,,,,,Shamhum,282,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q254523,https://www.wikidata.org/wiki/Q254523,Shamshi-Adad1,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shamshi-Adad I,Shamshi-Adad1,539,Shamshi-Adad I,Q254523,http://www.wikidata.org/entity/Q254523,Shamshi-Adad I,-1859-01-01T00:00:00Z,-1775-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q391075,https://www.wikidata.org/wiki/Q391075,Shamshi-Adad3,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shamshi-Adad III,Shamshi-Adad3,19,Shamshi-Adad III,Q391075,http://www.wikidata.org/entity/Q391075,Shamshi-Adad III,-1600-01-01T00:00:00Z,-1500-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q391097,https://www.wikidata.org/wiki/Q391097,Shamshi-Adad4,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shamshi-Adad IV,Shamshi-Adad4,244,Shamshi-Adad IV,Q391097,http://www.wikidata.org/entity/Q391097,Shamshi-Adad IV,-1100-01-01T00:00:00Z,-1100-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q315465,https://www.wikidata.org/wiki/Q315465,Shamshi-Adad5,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shamshi-Adad V,Shamshi-Adad5,529,Shamshi-Adad V,Q315465,http://www.wikidata.org/entity/Q315465,Shamshi-Adad V,-0900-01-01T00:00:00Z,-0809-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q349653,https://www.wikidata.org/wiki/Q349653,Shar-kali-sharri,274,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shar-Kali-Sharri,Shar-kali-sharri,395,Shar-Kali-Sharri,Q349653,http://www.wikidata.org/entity/Q349653,Shar-Kali-Sharri,http://www.wikidata.org/.well-known/genid/476dfcfdfab8bd734e212040812195ea,http://www.wikidata.org/.well-known/genid/1c6b51074aa94c940dbb0ebebc976755,,,,,,,,,,,Q6581097,,,,,,,,,,137,Šar-kali-šarri,,,,Q13649246,,,,,,,"Šar-kali-šarri: ""137"",",80,RIME 2,2.1.5,182,Šar-kali-šarri,1,AKKAD,,,,Q349653,,Shar-kali-sharri,274x,Sar-kali-sarri E2.1.5 / 182,2.1.5 / 182
,,,Sharam,1,,,,,None found (name found on a seal inscription),NULL,NULL,NULL,,,,,,,,,,,,,,,Sharam,251,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sharati-gubisin,5,y,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Sharati-gubisin,524,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,147,Šaratigubisin,,,,Q13649246,,,,,,,"Šaratigubisin: ""147"",",101,RIME 2,2.8.1,250,SAR-A-TI-GU-BI-SI-IN,1,SARRAKUM,,,,,,,,SAR-A-TI-GU-BI-SI-IN E2.8.1 / 250,2.8.1 / 250
